iter,loss,updates,lr,mae,over,greedy,profile
200,0.01176,1,0.0009801976930432226,9.573090553283691,0.0,0.0,{}
400,0.01788,2,0.0009607875174472556,8.63769817352295,0.0,0.0,{}
600,0.01835,3,0.0009417617081065252,7.6751580238342285,0.0,0.0,{}
800,0.01921,4,0.0009231126536824612,6.710692405700684,0.0,0.0014,{}
1000,0.02079,5,0.0009048328935585558,5.732861042022705,0.0,0.0054,{}
1200,0.02928,6,0.0008869151148557204,4.771935939788818,0.0003,0.0186,{}
1400,0.04416,7,0.0008693521495067418,3.8585991859436035,0.0022,0.0628,{}
1600,0.05421,8,0.0008521369713886755,3.0512375831604004,0.011,0.1098,{}
1800,0.0907,9,0.0008352626935120183,2.3531203269958496,0.0324,0.1382,{}
2000,0.13347,10,0.0008187225652655486,1.8763757944107056,0.07125,0.1628,{}
2200,0.1693,10,0.0008025099697157201,1.5185494422912598,0.11535,0.1914,{}
2400,0.13596,11,0.0007866184209595355,1.5416959524154663,0.10755,0.1984,{}
2600,0.18545,11,0.0007710415615298394,1.422094702720642,0.1479,0.2042,{}
2800,0.16198,11,0.0007557731598519935,1.3683000802993774,0.1616,0.213,{}
3000,0.14752,12,0.000740807107750911,1.3905267715454102,0.15415,0.2188,{}
3200,0.19137,12,0.0007261374180074655,1.3629671335220337,0.16395,0.2312,{}
3400,0.17462,12,0.0007117582219632804,1.360779047012329,0.16315,0.2366,{}
3600,0.16551,12,0.0006976637671729533,1.3539628982543945,0.1656,0.235,{}
3800,0.15702,12,0.0006838484151027731,1.3339654207229614,0.17135,0.241,{}
4000,0.15095,12,0.0006703066388750028,1.3621309995651245,0.16145,0.2428,{}
4200,0.14492,13,0.0006570330210568341,1.3371689319610596,0.1672,0.2506,{}
4400,0.17188,13,0.0006440222514931284,1.3242000341415405,0.1702,0.2622,{}
4600,0.161,13,0.000631269125182066,1.3575743436813354,0.15855,0.264,{}
4800,0.15564,13,0.0006187685401928743,1.3351982831954956,0.16525,0.2706,{}
5000,0.15197,13,0.0006065154956247788,1.3381059169769287,0.1667,0.2722,{}
5200,0.14698,14,0.0005945050896063757,1.3435221910476685,0.16215,0.2658,{}
5400,0.14872,15,0.0005827325173346239,1.3287750482559204,0.16385,0.2712,{}
5600,0.143,16,0.0005711930691526672,1.311040997505188,0.16935,0.275,{}
5800,0.14538,17,0.0005598821286657221,1.2951867580413818,0.17285,0.2806,{}
6000,0.14262,18,0.00054879517089427,1.261660099029541,0.18295,0.2746,{}
6200,0.1448,19,0.0005379277604638257,1.233319878578186,0.19215,0.2728,{}
6400,0.15366,19,0.0005272755498305498,1.2030586004257202,0.20565,0.2844,{}
6600,0.14778,20,0.0005168342775420024,1.212325930595398,0.19755,0.2868,{}
6800,0.15979,20,0.0005065997665323319,1.2043970823287964,0.19915,0.2884,{}
7000,0.15393,20,0.0004965679224512268,1.1566035747528076,0.22335,0.2872,{}
7200,0.14938,21,0.00048673473202595874,1.1791043281555176,0.213,0.2922,{}
7400,0.1731,21,0.00047709626145585603,1.1728228330612183,0.21625,0.2992,{}
7600,0.16623,21,0.00046764865483857635,1.1887016296386719,0.20695,0.2896,{}
7800,0.16241,21,0.0004583881326275385,1.1968613862991333,0.20425,0.2982,{}
8000,0.15958,21,0.0004493109901199042,1.1638818979263306,0.2196,0.3004,{}
8200,0.15616,21,0.0004404135959744968,1.1465450525283813,0.22605,0.3014,{}
8400,0.15422,22,0.0004316923907590721,1.1790095567703247,0.2086,0.303,{}
8600,0.16579,22,0.0004231438855263554,1.2131670713424683,0.19465,0.3106,{}
8800,0.15994,22,0.0004147646604182792,1.1886558532714844,0.20115,0.3118,{}
9000,0.15676,22,0.00040655136329785274,1.2166078090667725,0.19095,0.3142,{}
9200,0.15462,22,0.00039850070840813216,1.1917598247528076,0.20095,0.3228,{}
9400,0.15242,22,0.00039060947505774096,1.1408413648605347,0.2226,0.329,{}
9600,0.15047,23,0.0003828745063324223,1.2025136947631836,0.19725,0.3182,{}
9800,0.1558,23,0.0003752927078321034,1.2528421878814697,0.1769,0.3186,{}
10000,0.1505,23,0.000367861046432972,1.2286226749420166,0.1846,0.319,{}
10200,0.14816,24,0.00036057654907406506,1.2274584770202637,0.1847,0.3142,{}
10400,0.14521,25,0.000353436301567885,1.212710976600647,0.1912,0.3292,{}
10600,0.14412,26,0.0003464374474345699,1.2175321578979492,0.1867,0.326,{}
10800,0.14582,27,0.0003395771867591483,1.227076768875122,0.1823,0.3342,{}
11000,0.14395,28,0.0003328527750714248,1.2324365377426147,0.17935,0.333,{}
11200,0.13897,29,0.0003262615222480456,1.221157431602478,0.1826,0.3312,{}
11400,0.1388,30,0.0003198007914363042,1.2229217290878296,0.18015,0.3306,{}
11600,0.13757,31,0.0003134679979992623,1.2249982357025146,0.18305,0.3384,{}
11800,0.13246,32,0.00030726060848175474,1.2018375396728516,0.1917,0.3306,{}
12000,0.12736,33,0.0003011761395968728,1.193357229232788,0.19175,0.33,{}
